GENEID	SYMBOL	type
ENSG00000168734	PKIG	ensg
ENSG00000168743	NPNT	ensg
ENSG00000168746	C20orf62	ensg
ENSG00000168748	CA7	ensg
ENSG00000168754	FAM178B	ensg
ENSG00000168757	TSPY2	ensg
ENSG00000168758	SEMA4C	ensg
ENSG00000168763	CNNM3	ensg
ENSG00000168765	GSTM4	ensg
ENSG00000168769	TET2	ensg
ENSG00000168772	CXXC4	ensg
ENSG00000168778	TCTN2	ensg
ENSG00000168779	SHOX2	ensg
ENSG00000168781	PPIP5K1	ensg
ENSG00000168785	TSPAN5	ensg
ENSG00000168787	OR12D2	ensg
ENSG00000168792	ABHD15	ensg
ENSG00000168795	ZBTB5	ensg
ENSG00000168802	CHTF8	ensg
ENSG00000168803	ADAL	ensg
ENSG00000168806	LCMT2	ensg
ENSG00000168807	SNTB2	ensg
ENSG00000168811	IL12A	ensg
ENSG00000168813	ZNF507	ensg
ENSG00000168818	STX18	ensg
ENSG00000168824	D4S234E	ensg
ENSG00000168826	ZBTB49	ensg
ENSG00000168827	GFM1	ensg
ENSG00000168828	OR13J1	ensg
ENSG00000168830	HTR1E	ensg
ENSG00000168843	FSTL5	ensg
ENSG00000168872	DDX19A	ensg
ENSG00000168874	ATOH8	ensg
ENSG00000168875	SOX14	ensg
ENSG00000168876	ANKRD49	ensg
ENSG00000168878	SFTPB	ensg
ENSG00000168883	USP39	ensg
ENSG00000168884	TNIP2	ensg
ENSG00000168887	C2orf68	ensg
ENSG00000168890	TMEM150A	ensg
ENSG00000168894	RNF181	ensg
ENSG00000168899	VAMP5	ensg
ENSG00000168903	BTNL3	ensg
ENSG00000168904	LRRC28	ensg
ENSG00000168906	MAT2A	ensg
ENSG00000168907	PLA2G4F	ensg
ENSG00000168913	ENHO	ensg
ENSG00000168916	ZNF608	ensg
ENSG00000168917	SLC35G2	ensg
ENSG00000168918	INPP5D	ensg
ENSG00000168924	LETM1	ensg
ENSG00000168925	CTRB1	ensg
ENSG00000168928	CTRB2	ensg
ENSG00000168930	TRIM49	ensg
ENSG00000168936	TMEM129	ensg
ENSG00000168938	PPIC	ensg
ENSG00000168939	SPRY3	ensg
ENSG00000168944	CEP120	ensg
ENSG00000168952	STXBP6	ensg
ENSG00000168955	TM4SF20	ensg
ENSG00000168958	MFF	ensg
ENSG00000168959	GRM5	ensg
ENSG00000168961	LGALS9	ensg
ENSG00000168970	JMJD7-PLA2G4B	ensg
ENSG00000168993	CPLX1	ensg
ENSG00000168994	PXDC1	ensg
ENSG00000168995	SIGLEC7	ensg
ENSG00000169006	NTSR2	ensg
ENSG00000169016	E2F6	ensg
ENSG00000169018	FEM1B	ensg
ENSG00000169019	COMMD8	ensg
ENSG00000169020	ATP5I	ensg
ENSG00000169021	UQCRFS1	ensg
ENSG00000169026	MFSD7	ensg
ENSG00000169031	COL4A3	ensg
ENSG00000169032	MAP2K1	ensg
ENSG00000169035	KLK7	ensg
ENSG00000169045	HNRNPH1	ensg
ENSG00000169047	IRS1	ensg
ENSG00000169057	MECP2	ensg
ENSG00000169059	VCX3A	ensg
ENSG00000169062	UPF3A	ensg
ENSG00000169064	ZBBX	ensg
ENSG00000169067	ACTBL2	ensg
ENSG00000169071	ROR2	ensg
ENSG00000169083	AR	ensg
ENSG00000169084	DHRSX	ensg
ENSG00000169085	C8orf46	ensg
ENSG00000169087	HSPBAP1	ensg
ENSG00000169093	ASMTL	ensg
ENSG00000169100	SLC25A6	ensg
ENSG00000169105	CHST14	ensg
ENSG00000169116	PARM1	ensg
ENSG00000169118	CSNK1G1	ensg
ENSG00000169122	FAM110B	ensg
ENSG00000169126	ARMC4	ensg
ENSG00000169129	AFAP1L2	ensg
ENSG00000169131	ZNF354A	ensg
ENSG00000169136	ATF5	ensg
ENSG00000169139	UBE2V2	ensg
ENSG00000169154	GOT1L1	ensg
ENSG00000169155	ZBTB43	ensg
ENSG00000169169	CPT1C	ensg
ENSG00000169174	PCSK9	ensg
ENSG00000169180	XPO6	ensg
ENSG00000169181	GSG1L	ensg
ENSG00000169184	MN1	ensg
ENSG00000169188	APEX2	ensg
ENSG00000169189	NSMCE1	ensg
ENSG00000169193	CCDC126	ensg
ENSG00000169194	IL13	ensg
ENSG00000169203	RP11-231C14.4	ensg
ENSG00000169208	OR10G3	ensg
ENSG00000169213	RAB3B	ensg
ENSG00000169214	OR6F1	ensg
ENSG00000169217	CD2BP2	ensg
ENSG00000169218	RSPO1	ensg
ENSG00000169220	RGS14	ensg
ENSG00000169221	TBC1D10B	ensg
ENSG00000169223	LMAN2	ensg
ENSG00000169224	GCSAML	ensg
ENSG00000169228	RAB24	ensg
ENSG00000169230	PRELID1	ensg
ENSG00000169231	THBS3	ensg
ENSG00000169239	CA5B	ensg
ENSG00000169241	SLC50A1	ensg
ENSG00000169242	EFNA1	ensg
ENSG00000169245	CXCL10	ensg
ENSG00000169246	NPIPB3	ensg
ENSG00000169247	SH3TC2	ensg
ENSG00000169248	CXCL11	ensg
ENSG00000169249	ZRSR2	ensg
ENSG00000169251	NMD3	ensg
ENSG00000169252	ADRB2	ensg
ENSG00000169255	B3GALNT1	ensg
ENSG00000169258	GPRIN1	ensg
ENSG00000169260	ZNF311	ensg
ENSG00000169271	HSPB3	ensg
ENSG00000169282	KCNAB1	ensg
ENSG00000169288	MRPL1	ensg
ENSG00000169291	SHE	ensg
ENSG00000169297	NR0B1	ensg
ENSG00000169299	PGM2	ensg
ENSG00000169302	STK32A	ensg
ENSG00000169306	IL1RAPL1	ensg
ENSG00000169313	P2RY12	ensg
ENSG00000169314	C22orf15	ensg
ENSG00000169327	OR5AU1	ensg
ENSG00000169330	KIAA1024	ensg
ENSG00000169340	PDILT	ensg
ENSG00000169344	UMOD	ensg
ENSG00000169347	GP2	ensg
ENSG00000169359	SLC33A1	ensg
ENSG00000169371	SNUPN	ensg
ENSG00000169372	CRADD	ensg
ENSG00000169375	SIN3A	ensg
ENSG00000169379	ARL13B	ensg
ENSG00000169385	RNASE2	ensg
ENSG00000169393	ELSPBP1	ensg
ENSG00000169397	RNASE3	ensg
ENSG00000169398	PTK2	ensg
ENSG00000169402	RSPH10B2	ensg
ENSG00000169403	PTAFR	ensg
ENSG00000169410	PTPN9	ensg
ENSG00000169413	RNASE6	ensg
ENSG00000169418	NPR1	ensg
ENSG00000169427	KCNK9	ensg
ENSG00000169429	CXCL8	ensg
ENSG00000169432	SCN9A	ensg
ENSG00000169435	RASSF6	ensg
ENSG00000169436	COL22A1	ensg
ENSG00000169439	SDC2	ensg
ENSG00000169442	CD52	ensg
ENSG00000169446	MMGT1	ensg
ENSG00000169469	SPRR1B	ensg
ENSG00000169474	SPRR1A	ensg
ENSG00000169484	OR4K14	ensg
ENSG00000169488	OR4K15	ensg
ENSG00000169490	TM2D2	ensg
ENSG00000169495	HTRA4	ensg
ENSG00000169499	PLEKHA2	ensg
ENSG00000169504	CLIC4	ensg
ENSG00000169507	SLC38A11	ensg
ENSG00000169508	GPR183	ensg
ENSG00000169509	CRCT1	ensg
ENSG00000169515	CCDC8	ensg
ENSG00000169519	METTL15	ensg
ENSG00000169548	ZNF280A	ensg
ENSG00000169550	MUC15	ensg
ENSG00000169551	CT55	ensg
ENSG00000169554	ZEB2	ensg
ENSG00000169562	GJB1	ensg
ENSG00000169564	PCBP1	ensg
ENSG00000169567	HINT1	ensg
ENSG00000169570	DTWD2	ensg
ENSG00000169575	VPREB1	ensg
ENSG00000169583	CLIC3	ensg
ENSG00000169592	INO80E	ensg
ENSG00000169594	BNC1	ensg
ENSG00000169598	DFFB	ensg
ENSG00000169599	NFU1	ensg
ENSG00000169604	ANTXR1	ensg
ENSG00000169605	GKN1	ensg
ENSG00000169607	CKAP2L	ensg
ENSG00000169609	C15orf40	ensg
ENSG00000169612	FAM103A1	ensg
ENSG00000169618	PROKR1	ensg
ENSG00000169621	APLF	ensg
ENSG00000169627	BOLA2B	ensg
ENSG00000169629	RGPD8	ensg
ENSG00000169635	HIC2	ensg
ENSG00000169641	LUZP1	ensg
ENSG00000169660	HEXDC	ensg
ENSG00000169676	DRD5	ensg
ENSG00000169679	BUB1	ensg
ENSG00000169682	SPNS1	ensg
ENSG00000169683	LRRC45	ensg
ENSG00000169684	CHRNA5	ensg
ENSG00000169688	MT1B	ensg
ENSG00000169689	STRA13	ensg
ENSG00000169692	AGPAT2	ensg
ENSG00000169696	ASPSCR1	ensg
ENSG00000169704	GP9	ensg
ENSG00000169710	FASN	ensg
ENSG00000169714	CNBP	ensg
ENSG00000169715	MT1E	ensg
ENSG00000169717	ACTRT2	ensg
ENSG00000169718	DUS1L	ensg
ENSG00000169727	GPS1	ensg
ENSG00000169733	RFNG	ensg
ENSG00000169738	DCXR	ensg
ENSG00000169740	ZNF32	ensg
ENSG00000169744	LDB2	ensg
ENSG00000169750	RAC3	ensg
ENSG00000169752	NRG4	ensg
ENSG00000169756	LIMS1	ensg
ENSG00000169758	C15orf27	ensg
ENSG00000169760	NLGN1	ensg
ENSG00000169762	TAPT1	ensg
ENSG00000169764	UGP2	ensg
ENSG00000169777	TAS2R1	ensg
ENSG00000169783	LINGO1	ensg
ENSG00000169789	PRY	ensg
ENSG00000169800	RBMY1F	ensg
ENSG00000169807	PRY2	ensg
ENSG00000169813	HNRNPF	ensg
ENSG00000169814	BTD	ensg
ENSG00000169826	CSGALNACT2	ensg
ENSG00000169836	TACR3	ensg
ENSG00000169840	GSX1	ensg
ENSG00000169851	PCDH7	ensg
ENSG00000169855	ROBO1	ensg
ENSG00000169856	ONECUT1	ensg
ENSG00000169857	AVEN	ensg
ENSG00000169860	P2RY1	ensg
ENSG00000169862	CTNND2	ensg
ENSG00000169871	TRIM56	ensg
ENSG00000169876	MUC17	ensg
ENSG00000169877	AHSP	ensg
ENSG00000169884	WNT10B	ensg
ENSG00000169885	CALML6	ensg
ENSG00000169891	REPS2	ensg
ENSG00000169894	MUC3A	ensg
ENSG00000169895	SYAP1	ensg
ENSG00000169896	ITGAM	ensg
ENSG00000169900	PYDC1	ensg
ENSG00000169902	TPST1	ensg
ENSG00000169903	TM4SF4	ensg
ENSG00000169905	TOR1AIP2	ensg
ENSG00000169906	S100G	ensg
ENSG00000169908	TM4SF1	ensg
ENSG00000169914	OTUD3	ensg
ENSG00000169918	OTUD7A	ensg
ENSG00000169919	GUSB	ensg
ENSG00000169925	BRD3	ensg
ENSG00000169926	KLF13	ensg
ENSG00000169933	FRMPD4	ensg
ENSG00000169946	ZFPM2	ensg
ENSG00000169951	ZNF764	ensg
ENSG00000169953	HSFY2	ensg
ENSG00000169955	ZNF747	ensg
ENSG00000169957	ZNF768	ensg
ENSG00000169962	TAS1R3	ensg
ENSG00000169964	TMEM42	ensg
ENSG00000169967	MAP3K2	ensg
ENSG00000169972	PUSL1	ensg
ENSG00000169976	SF3B5	ensg
ENSG00000169981	ZNF35	ensg
ENSG00000169989	TIGD4	ensg
ENSG00000169991	IFFO2	ensg
ENSG00000169992	NLGN2	ensg
ENSG00000169994	MYO7B	ensg
ENSG00000170004	CHD3	ensg
ENSG00000170006	TMEM154	ensg
ENSG00000170011	MYRIP	ensg
ENSG00000170017	ALCAM	ensg
ENSG00000170027	YWHAG	ensg
ENSG00000170035	UBE2E3	ensg
ENSG00000170037	CNTROB	ensg
ENSG00000170043	TRAPPC1	ensg
ENSG00000170044	ZPLD1	ensg
ENSG00000170049	KCNAB3	ensg
ENSG00000170054	SERPINA9	ensg
ENSG00000170074	FAM153A	ensg
ENSG00000170075	GPR37L1	ensg
ENSG00000170085	SIMC1	ensg
ENSG00000170088	TMEM192	ensg
ENSG00000170091	HMP19	ensg
ENSG00000170092	SPDYE5	ensg
ENSG00000170099	SERPINA6	ensg
ENSG00000170100	ZNF778	ensg
ENSG00000170113	NIPA1	ensg
ENSG00000170122	FOXD4	ensg
ENSG00000170128	GPR25	ensg
ENSG00000170142	UBE2E1	ensg
ENSG00000170144	HNRNPA3	ensg
ENSG00000170145	SIK2	ensg
ENSG00000170153	RNF150	ensg
ENSG00000170160	CCDC144A	ensg
ENSG00000170162	VGLL2	ensg
ENSG00000170166	HOXD4	ensg
ENSG00000170175	CHRNB1	ensg
ENSG00000170178	HOXD12	ensg
ENSG00000170180	GYPA	ensg
ENSG00000170185	USP38	ensg
ENSG00000170190	SLC16A5	ensg
ENSG00000170191	NANP	ensg
ENSG00000170209	ANKK1	ensg
ENSG00000170214	ADRA1B	ensg
ENSG00000170222	ADPRM	ensg
ENSG00000170231	FABP6	ensg
ENSG00000170234	PWWP2A	ensg
ENSG00000170236	USP50	ensg
ENSG00000170242	USP47	ensg
ENSG00000170248	PDCD6IP	ensg
ENSG00000170255	MRGPRX1	ensg
ENSG00000170260	ZNF212	ensg
ENSG00000170262	MRAP	ensg
ENSG00000170264	FAM161A	ensg
ENSG00000170265	ZNF282	ensg
ENSG00000170266	GLB1	ensg
ENSG00000170270	C14orf142	ensg
ENSG00000170271	FAXDC2	ensg
ENSG00000170275	CRTAP	ensg
ENSG00000170276	HSPB2	ensg
ENSG00000170279	C7orf33	ensg
ENSG00000170289	CNGB3	ensg
ENSG00000170290	SLN	ensg
ENSG00000170291	ELP5	ensg
ENSG00000170293	CMTM8	ensg
ENSG00000170296	GABARAP	ensg
ENSG00000170298	LGALS9B	ensg
ENSG00000170310	STX8	ensg
ENSG00000170312	CDK1	ensg
ENSG00000170315	UBB	ensg
ENSG00000170322	NFRKB	ensg
ENSG00000170323	FABP4	ensg
ENSG00000170324	FRMPD2	ensg
ENSG00000170325	PRDM10	ensg
ENSG00000170340	B3GNT2	ensg
ENSG00000170345	FOS	ensg
ENSG00000170348	TMED10	ensg
ENSG00000170364	SETMAR	ensg
ENSG00000170365	SMAD1	ensg
ENSG00000170367	CST5	ensg
ENSG00000170369	CST2	ensg
ENSG00000170370	EMX2	ensg
ENSG00000170373	CST1	ensg
ENSG00000170374	SP7	ensg
ENSG00000170379	TCAF2	ensg
ENSG00000170381	SEMA3E	ensg
ENSG00000170382	LRRN2	ensg
ENSG00000170385	SLC30A1	ensg
ENSG00000170390	DCLK2	ensg
ENSG00000170396	ZNF804A	ensg
ENSG00000170412	GPRC5C	ensg
ENSG00000170417	TMEM182	ensg
ENSG00000170419	VSTM2A	ensg
ENSG00000170421	KRT8	ensg
ENSG00000170423	KRT78	ensg
ENSG00000170425	ADORA2B	ensg
ENSG00000170426	SDR9C7	ensg
ENSG00000170430	MGMT	ensg
ENSG00000170439	METTL7B	ensg
ENSG00000170442	KRT86	ensg
ENSG00000170445	HARS	ensg
ENSG00000170448	NFXL1	ensg
ENSG00000170454	KRT75	ensg
ENSG00000170456	DENND5B	ensg
ENSG00000170458	CD14	ensg
ENSG00000170464	DNAJC18	ensg
ENSG00000170465	KRT6C	ensg
ENSG00000170468	C14orf169	ensg
ENSG00000170469	SPATA24	ensg
ENSG00000170471	RALGAPB	ensg
ENSG00000170473	WIBG	ensg
ENSG00000170476	MZB1	ensg
ENSG00000170477	KRT4	ensg
ENSG00000170482	SLC23A1	ensg
ENSG00000170484	KRT74	ensg
ENSG00000170485	NPAS2	ensg
ENSG00000170486	KRT72	ensg
ENSG00000170498	KISS1	ensg
ENSG00000170500	LONRF2	ensg
ENSG00000170502	NUDT9	ensg
ENSG00000170509	HSD17B13	ensg
ENSG00000170515	PA2G4	ensg
ENSG00000170516	COX7B2	ensg
ENSG00000170522	ELOVL6	ensg
ENSG00000170523	KRT83	ensg
ENSG00000170525	PFKFB3	ensg
ENSG00000170537	TMC7	ensg
ENSG00000170540	ARL6IP1	ensg
ENSG00000170542	SERPINB9	ensg
ENSG00000170545	SMAGP	ensg
ENSG00000170549	IRX1	ensg
ENSG00000170558	CDH2	ensg
ENSG00000170561	IRX2	ensg
ENSG00000170571	EMB	ensg
ENSG00000170577	SIX2	ensg
ENSG00000170579	DLGAP1	ensg
ENSG00000170581	STAT2	ensg
ENSG00000170584	NUDCD2	ensg
ENSG00000170604	IRF2BP1	ensg
ENSG00000170605	OR9K2	ensg
ENSG00000170606	HSPA4	ensg
ENSG00000170608	FOXA3	ensg
ENSG00000170613	FAM71B	ensg
ENSG00000170615	SLC26A5	ensg
ENSG00000170619	COMMD5	ensg
ENSG00000170624	SGCD	ensg
ENSG00000170627	GTSF1	ensg
ENSG00000170631	ZNF16	ensg
ENSG00000170632	ARMC10	ensg
ENSG00000170633	RNF34	ensg
ENSG00000170634	ACYP2	ensg
ENSG00000170638	TRABD	ensg
ENSG00000170647	TMEM133	ensg
ENSG00000170653	ATF7	ensg
ENSG00000170667	RASA4B	ensg
ENSG00000170677	SOCS6	ensg
ENSG00000170681	MURC	ensg
ENSG00000170683	OR10A3	ensg
ENSG00000170684	ZNF296	ensg
ENSG00000170689	HOXB9	ensg
ENSG00000170703	TTLL6	ensg
ENSG00000170734	POLH	ensg
ENSG00000170743	SYT9	ensg
ENSG00000170745	KCNS3	ensg
ENSG00000170748	RBMXL2	ensg
ENSG00000170759	KIF5B	ensg
ENSG00000170775	GPR37	ensg
ENSG00000170776	AKAP13	ensg
ENSG00000170777	TPD52L3	ensg
ENSG00000170779	CDCA4	ensg
ENSG00000170782	OR10A4	ensg
ENSG00000170786	SDR16C5	ensg
ENSG00000170788	DYDC1	ensg
ENSG00000170790	OR10A2	ensg
ENSG00000170791	CHCHD7	ensg
ENSG00000170801	HTRA3	ensg
ENSG00000170802	FOXN2	ensg
ENSG00000170803	OR2AG1	ensg
ENSG00000170807	LMOD2	ensg
ENSG00000170819	BFSP2	ensg
ENSG00000170820	FSHR	ensg
ENSG00000170832	USP32	ensg
ENSG00000170835	CEL	ensg
ENSG00000170836	PPM1D	ensg
ENSG00000170837	GPR27	ensg
ENSG00000170848	PSG6	ensg
ENSG00000170852	KBTBD2	ensg
ENSG00000170854	MINA	ensg
ENSG00000170855	TRIAP1	ensg
ENSG00000170860	LSM3	ensg
ENSG00000170871	KIAA0232	ensg
ENSG00000170873	MTSS1	ensg
ENSG00000170876	TMEM43	ensg
ENSG00000170881	RNF139	ensg
ENSG00000170889	RPS9	ensg
ENSG00000170890	PLA2G1B	ensg
ENSG00000170891	CYTL1	ensg
ENSG00000170892	TSEN34	ensg
ENSG00000170893	TRH	ensg
ENSG00000170899	GSTA4	ensg
ENSG00000170903	MSANTD4	ensg
ENSG00000170906	NDUFA3	ensg
ENSG00000170909	OSCAR	ensg
ENSG00000170915	PAQR8	ensg
ENSG00000170917	NUDT6	ensg
ENSG00000170920	OR7G3	ensg
ENSG00000170921	TANC2	ensg
ENSG00000170923	OR7G2	ensg
ENSG00000170925	TEX13B	ensg
ENSG00000170927	PKHD1	ensg
ENSG00000170929	OR1M1	ensg
ENSG00000170935	NCBP2L	ensg
ENSG00000170946	DNAJC24	ensg
ENSG00000170948	MBD3L1	ensg
ENSG00000170949	ZNF160	ensg
ENSG00000170950	PGK2	ensg
ENSG00000170953	OR8B12	ensg
ENSG00000170954	ZNF415	ensg
ENSG00000170955	PRKCDBP	ensg
ENSG00000170956	CEACAM3	ensg
ENSG00000170959	DCDC1	ensg
ENSG00000170961	HAS2	ensg
ENSG00000170962	PDGFD	ensg
ENSG00000170965	PLAC1	ensg
ENSG00000170967	DDI1	ensg
ENSG00000170989	S1PR1	ensg
ENSG00000171004	HS6ST2	ensg
ENSG00000171014	OR4D5	ensg
ENSG00000171016	PYGO1	ensg
ENSG00000171017	LRRC8E	ensg
ENSG00000171033	PKIA	ensg
ENSG00000171044	XKR6	ensg
ENSG00000171045	TSNARE1	ensg
ENSG00000171049	FPR2	ensg
ENSG00000171051	FPR1	ensg
ENSG00000171053	PATE1	ensg
ENSG00000171054	OR13H1	ensg
ENSG00000171055	FEZ2	ensg
ENSG00000171056	SOX7	ensg
ENSG00000171060	C8orf74	ensg
ENSG00000171067	C11orf24	ensg
ENSG00000171094	ALK	ensg
ENSG00000171097	CCBL1	ensg
ENSG00000171100	MTM1	ensg
ENSG00000171102	OBP2B	ensg
ENSG00000171103	TRMT61B	ensg
ENSG00000171105	INSR	ensg
ENSG00000171109	MFN1	ensg
ENSG00000171115	GIMAP8	ensg
ENSG00000171116	HSFX1	ensg
ENSG00000171119	NRTN	ensg
ENSG00000171121	KCNMB3	ensg
ENSG00000171124	FUT3	ensg
ENSG00000171126	KCNG3	ensg
ENSG00000171130	ATP6V0E2	ensg
ENSG00000171132	PRKCE	ensg
ENSG00000171133	OR2K2	ensg
ENSG00000171135	JAGN1	ensg
ENSG00000171136	RLN3	ensg
ENSG00000171148	TADA3	ensg
ENSG00000171150	SOCS5	ensg
ENSG00000171155	C1GALT1C1	ensg
ENSG00000171159	C9orf16	ensg
ENSG00000171160	MORN4	ensg
ENSG00000171161	ZNF672	ensg
ENSG00000171163	ZNF692	ensg
ENSG00000171169	NAIF1	ensg
ENSG00000171174	RBKS	ensg
ENSG00000171180	OR2M4	ensg
ENSG00000171189	GRIK1	ensg
ENSG00000171195	MUC7	ensg
ENSG00000171199	PROL1	ensg
ENSG00000171201	SMR3B	ensg
ENSG00000171202	TMEM126A	ensg
ENSG00000171204	TMEM126B	ensg
ENSG00000171206	TRIM8	ensg
ENSG00000171208	NETO2	ensg
ENSG00000171209	CSN3	ensg
ENSG00000171217	CLDN20	ensg
ENSG00000171219	CDC42BPG	ensg
ENSG00000171222	SCAND1	ensg
ENSG00000171223	JUNB	ensg
ENSG00000171224	C10orf35	ensg
ENSG00000171227	TMEM37	ensg
ENSG00000171234	UGT2B7	ensg
ENSG00000171236	LRG1	ensg
ENSG00000171241	SHCBP1	ensg
ENSG00000171243	SOSTDC1	ensg
ENSG00000171246	NPTX1	ensg
ENSG00000171262	FAM98B	ensg
ENSG00000171291	ZNF439	ensg
ENSG00000171295	ZNF440	ensg
ENSG00000171298	GAA	ensg
ENSG00000171302	CANT1	ensg
ENSG00000171303	KCNK3	ensg
ENSG00000171307	ZDHHC16	ensg
ENSG00000171310	CHST11	ensg
ENSG00000171311	EXOSC1	ensg
ENSG00000171314	PGAM1	ensg
ENSG00000171316	CHD7	ensg
ENSG00000171320	ESCO2	ensg
ENSG00000171345	KRT19	ensg
ENSG00000171346	KRT15	ensg
ENSG00000171357	LURAP1	ensg
ENSG00000171360	KRT38	ensg
ENSG00000171365	CLCN5	ensg
ENSG00000171368	TPPP	ensg
ENSG00000171385	KCND3	ensg
ENSG00000171388	APLN	ensg
ENSG00000171396	KRTAP4-4	ensg
ENSG00000171401	KRT13	ensg
ENSG00000171402	XAGE3	ensg
ENSG00000171403	KRT9	ensg
ENSG00000171405	XAGE5	ensg
ENSG00000171408	PDE7B	ensg
ENSG00000171421	MRPL36	ensg
ENSG00000171425	ZNF581	ensg
ENSG00000171428	NAT1	ensg
ENSG00000171431	KRT20	ensg
ENSG00000171433	GLOD5	ensg
ENSG00000171435	KSR2	ensg
ENSG00000171443	ZNF524	ensg
ENSG00000171444	MCC	ensg
ENSG00000171446	KRT27	ensg
ENSG00000171448	ZBTB26	ensg
ENSG00000171450	CDK5R2	ensg
ENSG00000171451	DSEL	ensg
ENSG00000171453	POLR1C	ensg
ENSG00000171456	ASXL1	ensg
ENSG00000171459	OR1L6	ensg
ENSG00000171462	DLK2	ensg
ENSG00000171466	ZNF562	ensg
ENSG00000171467	ZNF318	ensg
ENSG00000171469	ZNF561	ensg
ENSG00000171475	WIPF2	ensg
ENSG00000171476	HOPX	ensg
ENSG00000171478	SPACA5B	ensg
ENSG00000171481	OR1L3	ensg
ENSG00000171484	OR1B1	ensg
ENSG00000171487	NLRP5	ensg
ENSG00000171488	LRRC8C	ensg
ENSG00000171489	SPACA5	ensg
ENSG00000171490	RSL1D1	ensg
ENSG00000171492	LRRC8D	ensg
ENSG00000171495	MROH2B	ensg
ENSG00000171496	OR1L8	ensg
ENSG00000171497	PPID	ensg
ENSG00000171501	OR1N2	ensg
ENSG00000171502	COL24A1	ensg
ENSG00000171503	ETFDH	ensg
ENSG00000171505	OR1N1	ensg
ENSG00000171509	RXFP1	ensg
ENSG00000171517	LPAR3	ensg
ENSG00000171522	PTGER4	ensg
ENSG00000171530	TBCA	ensg
ENSG00000171532	NEUROD2	ensg
ENSG00000171533	MAP6	ensg
ENSG00000171540	OTP	ensg
ENSG00000171551	ECEL1	ensg
ENSG00000171552	BCL2L1	ensg
ENSG00000171557	FGG	ensg
ENSG00000171560	FGA	ensg
ENSG00000171561	OR2AT4	ensg
ENSG00000171564	FGB	ensg
ENSG00000171566	PLRG1	ensg
ENSG00000171570	RAB4B-EGLN2	ensg
ENSG00000171574	ZNF584	ensg
ENSG00000171587	DSCAM	ensg
ENSG00000171595	DNAI2	ensg
ENSG00000171596	NMUR1	ensg
ENSG00000171603	CLSTN1	ensg
ENSG00000171604	CXXC5	ensg
ENSG00000171606	ZNF274	ensg
ENSG00000171608	PIK3CD	ensg
ENSG00000171611	PTCRA	ensg
ENSG00000171612	SLC25A33	ensg
ENSG00000171617	ENC1	ensg
ENSG00000171621	SPSB1	ensg
ENSG00000171631	P2RY6	ensg
ENSG00000171634	BPTF	ensg
ENSG00000171643	S100Z	ensg
ENSG00000171649	ZIK1	ensg
ENSG00000171657	GPR82	ensg
ENSG00000171659	GPR34	ensg
ENSG00000171680	PLEKHG5	ensg
ENSG00000171681	ATF7IP	ensg
ENSG00000171695	LKAAEAR1	ensg
ENSG00000171700	RGS19	ensg
ENSG00000171703	TCEA2	ensg
ENSG00000171711	DEFB4A	ensg
ENSG00000171714	ANO5	ensg
ENSG00000171720	HDAC3	ensg
ENSG00000171722	C1orf111	ensg
ENSG00000171723	GPHN	ensg
ENSG00000171724	VAT1L	ensg
ENSG00000171729	TMEM51	ensg
ENSG00000171735	CAMTA1	ensg
ENSG00000171747	LGALS4	ensg
ENSG00000171757	LRRC34	ensg
ENSG00000171759	PAH	ensg
ENSG00000171763	SPATA5L1	ensg
ENSG00000171766	GATM	ensg
ENSG00000171772	SYCE1	ensg
ENSG00000171773	NXNL1	ensg
ENSG00000171777	RASGRP4	ensg
ENSG00000171786	NHLH1	ensg
ENSG00000171790	SLFNL1	ensg
ENSG00000171791	BCL2	ensg
ENSG00000171792	RHNO1	ensg
ENSG00000171793	CTPS1	ensg
ENSG00000171794	UTF1	ensg
ENSG00000171798	KNDC1	ensg
ENSG00000171804	WDR87	ensg
ENSG00000171806	METTL18	ensg
ENSG00000171811	CFAP46	ensg
ENSG00000171812	COL8A2	ensg
ENSG00000171813	PWWP2B	ensg
ENSG00000171815	PCDHB1	ensg
ENSG00000171817	ZNF540	ensg
ENSG00000171819	ANGPTL7	ensg
ENSG00000171823	FBXL14	ensg
ENSG00000171824	EXOSC10	ensg
ENSG00000171827	ZNF570	ensg
ENSG00000171840	NINJ2	ensg
ENSG00000171843	MLLT3	ensg
ENSG00000171847	FAM90A1	ensg
ENSG00000171848	RRM2	ensg
ENSG00000171853	TRAPPC12	ensg
ENSG00000171855	IFNB1	ensg
ENSG00000171858	RPS21	ensg
ENSG00000171860	C3AR1	ensg
ENSG00000171861	RNMTL1	ensg
ENSG00000171862	PTEN	ensg
ENSG00000171863	RPS7	ensg
ENSG00000171864	PRND	ensg
ENSG00000171865	RNASEH1	ensg
ENSG00000171867	PRNP	ensg
ENSG00000171872	KLF17	ensg
ENSG00000171873	ADRA1D	ensg
ENSG00000171877	FRMD5	ensg
ENSG00000171885	AQP4	ensg
ENSG00000171903	CYP4F11	ensg
ENSG00000171914	TLN2	ensg
ENSG00000171916	LGALS9C	ensg
ENSG00000171928	TVP23B	ensg
ENSG00000171931	FBXW10	ensg
ENSG00000171936	OR10H3	ensg
ENSG00000171940	ZNF217	ensg
ENSG00000171942	OR10H2	ensg
ENSG00000171943	SRGAP2C	ensg
ENSG00000171944	OR52A5	ensg
ENSG00000171951	SCG2	ensg
ENSG00000171953	ATPAF2	ensg
